Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE
WBL4,KDKL,0.1,KDKL_10%,12558,6.698831389394777,0.09374122288089207,0.009534000717863818
POW4,KDKL,0.1,KDKL_10%,12558,4.8592068364204914,0.06931156061715506,0.00536355446155408
LC-PFN,KDKL,0.1,KDKL_10%,50577,0.2710372442379594,0.005358973518013954,3.744400601135567e-05
MMF4,KDKL,0.1,KDKL_10%,50577,0.14490413384212888,0.002869538374914698,1.5346744476492276e-05
WBL4,KDKL,0.1,KDKL_10%,50577,0.14165262288978092,0.0028052589627885656,1.5057927012135237e-05
POW4,KDKL,0.1,KDKL_10%,50577,0.23281076504287043,0.004605380859748855,2.8098935976782825e-05
LC-PFN,KDKL,0.1,KDKL_10%,62558,7.351452857255936,0.12180855125188828,0.017642835155129433
MMF4,KDKL,0.1,KDKL_10%,62558,12.371544009676,0.19453300745839225,0.04354609119227868
WBL4,KDKL,0.1,KDKL_10%,62558,12.91002674946848,0.20190078681394139,0.04649299804681846
POW4,KDKL,0.1,KDKL_10%,62558,7.886284929088097,0.12997101460641378,0.020184176846931016
LC-PFN,KDKL,0.1,KDKL_10%,62404,11.308445781469345,0.027020609006285667,0.001003907178528607
MMF4,KDKL,0.1,KDKL_10%,62404,10.397458806084872,0.023812130614641946,0.0006952957781216158
WBL4,KDKL,0.1,KDKL_10%,62404,9.657162917051117,0.022030651361117218,0.0006353869738015994
POW4,KDKL,0.1,KDKL_10%,62404,9.65717102620503,0.0220306706871423,0.0006353875743917542
LC-PFN,KDKL,0.1,KDKL_10%,24979,4.192517697811127,0.00907345674932003,9.065893391380087e-05
MMF4,KDKL,0.1,KDKL_10%,24979,2.8916341971546813,0.006156734146974784,4.509260296022047e-05
WBL4,KDKL,0.1,KDKL_10%,24979,20.08687003456527,0.06580297530508199,0.008624512568953349
POW4,KDKL,0.1,KDKL_10%,24979,8.866857801278808,0.02119214857267002,0.0006093242502052064
LC-PFN,KDKL,0.1,KDKL_10%,24719,10.543958097696304,0.11716301739215851,0.025689857080578804
MMF4,KDKL,0.1,KDKL_10%,24719,11.640768247555052,0.13187703642095083,0.026386124496458135
WBL4,KDKL,0.1,KDKL_10%,24719,11.680617690618167,0.13223720711997128,0.026039723577209167
POW4,KDKL,0.1,KDKL_10%,24719,12.083314528999818,0.1400897366494971,0.037162209053562933
LC-PFN,KDKL,0.1,KDKL_10%,97926,8.751719444990158,0.10244368761777878,0.016657445579767227
MMF4,KDKL,0.1,KDKL_10%,97926,6.471192190746569,0.07250789852906298,0.007563811715393512
WBL4,KDKL,0.1,KDKL_10%,97926,6.463938886943218,0.07241680531356003,0.007516720658259017
POW4,KDKL,0.1,KDKL_10%,97926,7.9192659613482155,0.09121796679676729,0.01344103016515207
LC-PFN,KDKL,0.1,KDKL_10%,17044,1.963067427277565,0.02294463850557804,0.0007254903321154416
MMF4,KDKL,0.1,KDKL_10%,17044,2.991802359200097,0.03347920414249125,0.0014716568244922514
WBL4,KDKL,0.1,KDKL_10%,17044,3.0159058650420576,0.03373886128502783,0.0014926511396479124
POW4,KDKL,0.1,KDKL_10%,17044,1.398555421017555,0.015878858372126648,0.0003783620138076936
LC-PFN,KDKL,0.1,KDKL_10%,6449,14.338932931423187,0.15850551426410675,0.028554188087582588
MMF4,KDKL,0.1,KDKL_10%,6449,18.93866922945319,0.2007679360485461,0.04636816325629935
WBL4,KDKL,0.1,KDKL_10%,6449,19.14351730924942,0.2025439862101599,0.04708497169969568
POW4,KDKL,0.1,KDKL_10%,6449,12.398906527340143,0.1403212836999278,0.024015035601304375
