Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE
MMF4,Flat,0.1,Flat_10%,1885,0.2251681136971776,0.004210643100264749,4.210666116997011e-05
WBL4,Flat,0.1,Flat_10%,1885,0.22516186624685794,0.004210526895705435,4.2105268041397404e-05
POW4,Flat,0.1,Flat_10%,1885,0.22516153466646244,0.00421052072786533,4.210495713801494e-05
LC-PFN,Flat,0.1,Flat_10%,2495,0.06576235173270106,0.0009186587412841618,1.3965228617962566e-06
MMF4,Flat,0.1,Flat_10%,2495,3.9570789611113896e-07,5.533807053465749e-09,3.971195071870096e-17
WBL4,Flat,0.1,Flat_10%,2495,0.00045481576621971237,6.360440689642413e-06,4.910822131724896e-11
POW4,Flat,0.1,Flat_10%,2495,4.60881409625539e-06,6.445231330389132e-08,4.283754043584068e-15
LC-PFN,Flat,0.1,Flat_10%,1374,1.5807321295142174,0.027446173131465912,0.0010476569877937436
MMF4,Flat,0.1,Flat_10%,1374,6.619363053036821,0.10904267615199881,0.012001270742317391
WBL4,Flat,0.1,Flat_10%,1374,2.2915467756581003,0.03938711221439992,0.001657334227145664
POW4,Flat,0.1,Flat_10%,1374,2.2915467788666954,0.03938711226823152,0.0016573342315409165
LC-PFN,Flat,0.1,Flat_10%,1663,1.063841674476862,0.019597461447119713,0.0007113933097571135
MMF4,Flat,0.1,Flat_10%,1663,1.0616868814605875,0.019557882019727486,0.0007115113230267361
WBL4,Flat,0.1,Flat_10%,1663,1.061683678708246,0.01955782317821624,0.0007115090936831107
POW4,Flat,0.1,Flat_10%,1663,1.0616840602235647,0.019557830097795378,0.0007114960244309453
LC-PFN,Flat,0.1,Flat_10%,752,1.0916193015873432,0.019790489226579666,0.0006390305934473872
MMF4,Flat,0.1,Flat_10%,752,3.653712480390084,0.06416718627747876,0.005042736006045899
WBL4,Flat,0.1,Flat_10%,752,1.462697778865428,0.026404384882953696,0.0009437000384469749
POW4,Flat,0.1,Flat_10%,752,1.4908397277965606,0.026903044133899795,0.0009775512218015343
LC-PFN,Flat,0.1,Flat_10%,1572,0.02457085356581956,0.00031599070644006133,1.0255796922820082e-07
MMF4,Flat,0.1,Flat_10%,1572,2.2811754280765254e-07,2.9329398292748325e-09,8.773144769260194e-18
WBL4,Flat,0.1,Flat_10%,1572,0.0005656167905950473,7.272258980820882e-06,5.541686712746763e-11
POW4,Flat,0.1,Flat_10%,1572,5.587661415239386e-06,7.184136539982609e-08,5.588676692632186e-15
